Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-15 15-23-51,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-51,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-23-51,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-23-51,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-23-51,Data transferred,,,,,,,688,0,UDP
2023-02-15 15-23-50,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-23-50,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-49,Data transferred,,,,,,,358,0,UDP
2023-02-15 15-23-49,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-23-49,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-48,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-48,Data transferred,,,,,,,86,86,UDP
2023-02-15 15-23-48,Data transferred,,,,,,,301,0,UDP
2023-02-15 15-23-48,Data transferred,,,,,,,60,42,UDP
2023-02-15 15-23-48,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-23-48,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-23-47,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-23-47,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-46,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-46,Data transferred,,,,,,,358,0,UDP
2023-02-15 15-23-45,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-45,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-23-44,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-23-44,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-43,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-23-43,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-23-43,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-23-42,Data transferred,,,,,,,95,0,IGMP
2023-02-15 15-23-42,Data transferred,,,,,,,0,154,UDP
2023-02-15 15-23-42,Data transferred,,,,,,,240,0,IGMP
2023-02-15 15-23-42,Data transferred,,,,,,,396,0,UDP
