Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-01 15-09-56,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-09-56,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-56,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-09-56,Data transferred,3420,svchost.exe,C:\Windows\system32,20.198.119.84,443,India,216,347,TCP
2023-02-01 15-09-56,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-54,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-09-54,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-09-53,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-53,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-01 15-09-53,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,434,0,UDP
2023-02-01 15-09-51,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,613,0,UDP
2023-02-01 15-09-51,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-09-51,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-50,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,434,0,UDP
2023-02-01 15-09-49,Data transferred,,,,,,,0,157,UDP
2023-02-01 15-09-49,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-09-49,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-48,Data transferred,,,,,,,301,0,UDP
2023-02-01 15-09-48,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-48,Data transferred,,,,,,,1030,0,UDP
2023-02-01 15-09-46,Data transferred,10304,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe,23.195.53.187,443,Indonesia,0,54,TCP
2023-02-01 15-09-46,Data transferred,10304,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe,117.18.237.29,80,Taiwan,0,54,TCP
2023-02-01 15-09-46,Data transferred,10304,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe,23.195.53.187,443,Indonesia,0,54,TCP
2023-02-01 15-09-46,Data transferred,10728,YourPhone.exe,C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe,117.18.237.29,80,Taiwan,0,54,TCP
2023-02-01 15-09-46,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-44,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,42,42,UDP
2023-02-01 15-09-44,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,215,72,UDP
2023-02-01 15-09-44,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-44,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-43,Data transferred,,,,,,,0,144,UDP
2023-02-01 15-09-43,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-42,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-41,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-41,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-40,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-40,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-39,Data transferred,,,,,,,1086,0,UDP
2023-02-01 15-09-39,Data transferred,,,,,,,148,74,ICMP
2023-02-01 15-09-38,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-38,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-37,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-37,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-37,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,836,0,UDP
2023-02-01 15-09-37,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-36,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,605,0,UDP
2023-02-01 15-09-36,Data transferred,,,,,,,1672,0,ICMP
2023-02-01 15-09-36,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,816,0,UDP
2023-02-01 15-09-36,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,585,0,UDP
2023-02-01 15-09-36,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-36,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,1672,0,UDP
2023-02-01 15-09-36,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,836,0,UDP
2023-02-01 15-09-36,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,3264,0,UDP
2023-02-01 15-09-35,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,836,0,UDP
2023-02-01 15-09-35,Data transferred,,,,,,,836,0,ICMP
2023-02-01 15-09-35,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,2448,0,UDP
2023-02-01 15-09-35,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-34,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-34,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-33,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-33,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-32,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-31,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,382,0,UDP
2023-02-01 15-09-31,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-31,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,362,0,UDP
2023-02-01 15-09-31,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-31,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-30,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-29,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,310,0,UDP
2023-02-01 15-09-29,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,290,0,UDP
2023-02-01 15-09-29,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-28,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,446,0,UDP
2023-02-01 15-09-28,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-28,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,426,0,UDP
2023-02-01 15-09-26,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,446,0,UDP
2023-02-01 15-09-26,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,42,0,UDP
2023-02-01 15-09-26,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,426,0,UDP
2023-02-01 15-09-26,Data transferred,,,,,,,0,74,ICMP
2023-02-01 15-09-26,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-26,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-24,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,1244,0,UDP
2023-02-01 15-09-24,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,42,0,UDP
2023-02-01 15-09-24,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-24,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,1144,0,UDP
2023-02-01 15-09-24,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-23,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-23,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-23,Data transferred,,,,,,,42,0,ICMP
2023-02-01 15-09-23,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-22,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,862,0,UDP
2023-02-01 15-09-22,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,782,0,UDP
2023-02-01 15-09-22,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-21,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,596,0,UDP
2023-02-01 15-09-21,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-21,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,536,0,UDP
2023-02-01 15-09-21,Data transferred,,,,,,,148,74,ICMP
2023-02-01 15-09-20,Data transferred,,,,,,,90,0,IGMP
2023-02-01 15-09-20,Data transferred,,,,,,,233,0,ICMP
2023-02-01 15-09-20,Data transferred,,,,,,,108,0,IGMP
2023-02-01 15-09-20,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,123,0,UDP
2023-02-01 15-09-20,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-20,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-19,Data transferred,,,,,,,42,42,ICMP
2023-02-01 15-09-19,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-18,Data transferred,,,,,,,0,157,UDP
2023-02-01 15-09-18,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-01 15-09-18,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-18,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-18,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-17,Data transferred,,,,,,,301,0,UDP
2023-02-01 15-09-17,Data transferred,,,,,,,688,0,UDP
2023-02-01 15-09-17,Data transferred,6820,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,142.251.12.188,5228,United States,54,0,TCP
2023-02-01 15-09-17,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-16,Data transferred,6820,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,142.251.12.188,5228,United States,54,54,TCP
2023-02-01 15-09-16,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-16,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-16,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-15,Data transferred,6820,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,142.251.12.188,5228,United States,54,55,TCP
2023-02-01 15-09-15,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-15,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-14,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-14,Data transferred,,,,,,,42,0,ICMP
2023-02-01 15-09-14,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-13,Data transferred,,,,,,,42,0,ICMP
2023-02-01 15-09-13,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-12,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-01 15-09-12,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-12,Data transferred,,,,,,,688,0,UDP
2023-02-01 15-09-12,Data transferred,,,,,,,42,0,ICMP
2023-02-01 15-09-12,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-12,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-11,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-11,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-10,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-09,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-09-09,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-08,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-07,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-07,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-06,Data transferred,,,,,,,42,42,ICMP
2023-02-01 15-09-06,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-05,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-05,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-05,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-04,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-03,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-03,Data transferred,,,,,,,0,157,UDP
2023-02-01 15-09-03,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-03,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-02,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-02,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-01,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-09-01,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-01,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-00,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-59,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-08-59,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-58,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-08-58,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-57,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,575,0,UDP
2023-02-01 15-08-57,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-08-57,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-56,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,396,0,UDP
2023-02-01 15-08-56,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-56,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-08-56,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-08-55,Data transferred,,,,,,,42,42,ICMP
2023-02-01 15-08-55,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-08-55,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-55,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-08-55,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-08-54,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,575,0,UDP
2023-02-01 15-08-54,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-54,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,835,0,UDP
2023-02-01 15-08-54,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,0,157,UDP
2023-02-01 15-08-54,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,815,0,UDP
2023-02-01 15-08-54,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,575,0,UDP
2023-02-01 15-08-54,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-08-53,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,1670,0,UDP
2023-02-01 15-08-53,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,1630,0,UDP
2023-02-01 15-08-53,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-01 15-08-53,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-52,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,1670,0,UDP
2023-02-01 15-08-52,Data transferred,,,,,,,835,0,UDP
2023-02-01 15-08-52,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,2445,0,UDP
2023-02-01 15-08-52,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-08-52,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,835,0,UDP
2023-02-01 15-08-52,Data transferred,,,,,,,835,0,ICMP
2023-02-01 15-08-52,Data transferred,8484,svchost.exe,C:\Windows\system32,,,,1630,0,UDP
2023-02-01 15-08-52,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-51,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,0,157,UDP
2023-02-01 15-08-51,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,358,0,UDP
2023-02-01 15-08-51,Data transferred,,,,,,,1028,0,UDP
2023-02-01 15-08-51,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,358,0,UDP
2023-02-01 15-08-51,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-50,Data transferred,,,,,,,90,0,IGMP
2023-02-01 15-08-50,Data transferred,,,,,,,90,0,ICMP
2023-02-01 15-08-50,Data transferred,,,,,,,108,0,IGMP
2023-02-01 15-08-50,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-49,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,0,157,UDP
2023-02-01 15-08-49,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-08-48,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-01 15-08-48,Data transferred,,,,,,,148,74,ICMP
2023-02-01 15-08-47,Data transferred,,,,,,,0,157,IGMP
