Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-15 15-25-10,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-25-10,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-25-10,Data transferred,,,,,,,740,0,UDP
2023-02-15 15-25-10,Data transferred,,,,,,,119,0,UDP
2023-02-15 15-25-10,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-25-10,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-09,Data transferred,,,,,,,0,157,ICMP
2023-02-15 15-25-09,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-09,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-25-08,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-08,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-25-08,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-25-08,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-25-08,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-25-08,Data transferred,,,,,,,119,0,UDP
2023-02-15 15-25-07,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-25-07,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-07,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-25-07,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-25-07,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,119,0,UDP
2023-02-15 15-25-06,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-05,Data transferred,,,,,,,0,204,UDP
2023-02-15 15-25-05,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-25-05,Data transferred,,,,,,,120,0,UDP
2023-02-15 15-25-05,Data transferred,,,,,,,0,164,UDP
2023-02-15 15-25-05,Data transferred,,,,,,,0,204,UDP
2023-02-15 15-25-05,Data transferred,15316,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,145,54,TCP
2023-02-15 15-25-05,Data transferred,,,,,,,0,164,UDP
2023-02-15 15-25-05,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-04,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-25-04,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-25-04,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-25-04,Data transferred,,,,,,,119,0,UDP
2023-02-15 15-25-04,Data transferred,,,,,,,0,179,UDP
2023-02-15 15-25-04,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-03,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,204,UDP
2023-02-15 15-25-03,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-25-03,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-25-03,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,164,UDP
2023-02-15 15-25-03,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,102,UDP
2023-02-15 15-25-03,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,164,UDP
2023-02-15 15-25-03,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-25-03,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,142.251.12.188,5228,United States,0,102,TCP
2023-02-15 15-25-02,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,204,UDP
2023-02-15 15-25-02,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,60,0,UDP
2023-02-15 15-25-02,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-25-02,Data transferred,344,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,217,UDP
2023-02-15 15-25-02,Data transferred,16196,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,0,164,UDP
2023-02-15 15-25-02,Data transferred,,,,,,,344,0,UDP
